typename,ntype,year,month,nattack,day,country,idate
Explosives/Bombs/Dynamite,3,2011,7,1,1,BGD,2011/7/1
Explosives/Bombs/Dynamite,3,2011,12,1,1,BGD,2011/12/1
Explosives/Bombs/Dynamite,3,2012,4,4,1,BGD,2012/4/1
Explosives/Bombs/Dynamite,3,2012,5,1,1,BGD,2012/5/1
Explosives/Bombs/Dynamite,3,2012,8,2,1,BGD,2012/8/1
Explosives/Bombs/Dynamite,3,2012,9,1,1,BGD,2012/9/1
Explosives/Bombs/Dynamite,3,2012,12,3,1,BGD,2012/12/1
Explosives/Bombs/Dynamite,3,2013,1,21,1,BGD,2013/1/1
Explosives/Bombs/Dynamite,3,2013,2,12,1,BGD,2013/2/1
Explosives/Bombs/Dynamite,3,2013,3,6,1,BGD,2013/3/1
Explosives/Bombs/Dynamite,3,2013,4,9,1,BGD,2013/4/1
Explosives/Bombs/Dynamite,3,2013,5,3,1,BGD,2013/5/1
Explosives/Bombs/Dynamite,3,2013,6,6,1,BGD,2013/6/1
Explosives/Bombs/Dynamite,3,2013,7,2,1,BGD,2013/7/1
Explosives/Bombs/Dynamite,3,2013,8,1,1,BGD,2013/8/1
Explosives/Bombs/Dynamite,3,2013,10,8,1,BGD,2013/10/1
Explosives/Bombs/Dynamite,3,2013,11,6,1,BGD,2013/11/1
Explosives/Bombs/Dynamite,3,2013,12,10,1,BGD,2013/12/1
Explosives/Bombs/Dynamite,3,2014,1,12,1,BGD,2014/1/1
Explosives/Bombs/Dynamite,3,2014,2,7,1,BGD,2014/2/1
Explosives/Bombs/Dynamite,3,2014,3,3,1,BGD,2014/3/1
Explosives/Bombs/Dynamite,3,2014,4,3,1,BGD,2014/4/1
Explosives/Bombs/Dynamite,3,2014,5,4,1,BGD,2014/5/1
Explosives/Bombs/Dynamite,3,2014,8,1,1,BGD,2014/8/1
Explosives/Bombs/Dynamite,3,2014,9,11,1,BGD,2014/9/1
Explosives/Bombs/Dynamite,3,2014,10,1,1,BGD,2014/10/1
Explosives/Bombs/Dynamite,3,2014,11,5,1,BGD,2014/11/1
Explosives/Bombs/Dynamite,3,2014,12,4,1,BGD,2014/12/1
Fake Weapons,4,1996,4,1,1,BGD,1996/4/1
Firearms,5,1992,1,1,1,BGD,1992/1/1
Firearms,5,1992,2,2,1,BGD,1992/2/1
Firearms,5,1992,3,6,1,BGD,1992/3/1
Firearms,5,1992,4,2,1,BGD,1992/4/1
Firearms,5,1992,5,8,1,BGD,1992/5/1
Firearms,5,1992,6,2,1,BGD,1992/6/1
Firearms,5,1992,7,3,1,BGD,1992/7/1
Firearms,5,1992,8,4,1,BGD,1992/8/1
Firearms,5,1992,11,1,1,BGD,1992/11/1
Firearms,5,1992,12,1,1,BGD,1992/12/1
Firearms,5,1994,5,1,1,BGD,1994/5/1
Firearms,5,1994,9,1,1,BGD,1994/9/1
Firearms,5,1994,10,2,1,BGD,1994/10/1
Firearms,5,1994,11,1,1,BGD,1994/11/1
Firearms,5,1995,2,1,1,BGD,1995/2/1
Firearms,5,1995,3,1,1,BGD,1995/3/1
Firearms,5,1995,6,3,1,BGD,1995/6/1
Firearms,5,1995,8,1,1,BGD,1995/8/1
Firearms,5,1995,10,2,1,BGD,1995/10/1
Firearms,5,1995,11,1,1,BGD,1995/11/1
Firearms,5,1995,12,1,1,BGD,1995/12/1
Firearms,5,1996,1,2,1,BGD,1996/1/1
Firearms,5,1996,2,8,1,BGD,1996/2/1
Firearms,5,1996,3,10,1,BGD,1996/3/1
Firearms,5,1996,4,4,1,BGD,1996/4/1
Firearms,5,1996,5,2,1,BGD,1996/5/1
Firearms,5,1996,6,2,1,BGD,1996/6/1
Firearms,5,1996,7,1,1,BGD,1996/7/1
Firearms,5,1996,9,3,1,BGD,1996/9/1
Firearms,5,1996,10,1,1,BGD,1996/10/1
Firearms,5,1996,11,2,1,BGD,1996/11/1
Firearms,5,1996,12,1,1,BGD,1996/12/1
Firearms,5,1997,2,2,1,BGD,1997/2/1
Firearms,5,1997,3,2,1,BGD,1997/3/1
Firearms,5,1997,6,1,1,BGD,1997/6/1
Firearms,5,1997,11,1,1,BGD,1997/11/1
Firearms,5,1998,8,1,1,BGD,1998/8/1
Firearms,5,1999,2,1,1,BGD,1999/2/1
Firearms,5,1999,4,1,1,BGD,1999/4/1
Firearms,5,2000,1,1,1,BGD,2000/1/1
Firearms,5,2000,7,2,1,BGD,2000/7/1
Firearms,5,2000,9,1,1,BGD,2000/9/1
Firearms,5,2001,2,2,1,BGD,2001/2/1
Firearms,5,2001,4,1,1,BGD,2001/4/1
Firearms,5,2001,9,2,1,BGD,2001/9/1
Firearms,5,2002,5,1,1,BGD,2002/5/1
Firearms,5,2004,1,1,1,BGD,2004/1/1
Firearms,5,2005,5,1,1,BGD,2005/5/1
Firearms,5,2006,11,1,1,BGD,2006/11/1
Firearms,5,2007,4,1,1,BGD,2007/4/1
Firearms,5,2007,6,1,1,BGD,2007/6/1
Firearms,5,2008,6,1,1,BGD,2008/6/1
Firearms,5,2008,7,1,1,BGD,2008/7/1
Firearms,5,2008,10,1,1,BGD,2008/10/1
Firearms,5,2009,2,1,1,BGD,2009/2/1
Firearms,5,2009,6,2,1,BGD,2009/6/1
Firearms,5,2009,7,1,1,BGD,2009/7/1
Firearms,5,2009,11,1,1,BGD,2009/11/1
Firearms,5,2010,1,3,1,BGD,2010/1/1
Firearms,5,2010,2,2,1,BGD,2010/2/1
Firearms,5,2010,7,1,1,BGD,2010/7/1
Firearms,5,2011,1,2,1,BGD,2011/1/1
Firearms,5,2011,2,1,1,BGD,2011/2/1
Firearms,5,2011,4,1,1,BGD,2011/4/1
Firearms,5,2011,5,1,1,BGD,2011/5/1
Firearms,5,2011,11,1,1,BGD,2011/11/1
Firearms,5,2012,2,1,1,BGD,2012/2/1
Firearms,5,2012,3,1,1,BGD,2012/3/1
Firearms,5,2012,5,1,1,BGD,2012/5/1
Firearms,5,2012,6,1,1,BGD,2012/6/1
Firearms,5,2012,7,1,1,BGD,2012/7/1
Firearms,5,2012,8,1,1,BGD,2012/8/1
Firearms,5,2013,1,2,1,BGD,2013/1/1
Firearms,5,2014,1,2,1,BGD,2014/1/1
Firearms,5,2014,2,1,1,BGD,2014/2/1
Firearms,5,2014,4,3,1,BGD,2014/4/1
Firearms,5,2014,7,2,1,BGD,2014/7/1
Firearms,5,2014,8,2,1,BGD,2014/8/1
Firearms,5,2014,9,1,1,BGD,2014/9/1
Firearms,5,2014,11,1,1,BGD,2014/11/1
Incendiary,6,1992,1,1,1,BGD,1992/1/1
Incendiary,6,1992,2,1,1,BGD,1992/2/1
Incendiary,6,1992,6,3,1,BGD,1992/6/1
Incendiary,6,1992,12,18,1,BGD,1992/12/1
Incendiary,6,1995,3,1,1,BGD,1995/3/1
Incendiary,6,1995,5,14,1,BGD,1995/5/1
Incendiary,6,1995,9,2,1,BGD,1995/9/1
Incendiary,6,1995,10,2,1,BGD,1995/10/1
Incendiary,6,1995,11,1,1,BGD,1995/11/1
Incendiary,6,1995,12,1,1,BGD,1995/12/1
Incendiary,6,1996,1,1,1,BGD,1996/1/1
Incendiary,6,1996,2,22,1,BGD,1996/2/1
Incendiary,6,1996,3,6,1,BGD,1996/3/1
Incendiary,6,1997,4,1,1,BGD,1997/4/1
Incendiary,6,2000,1,1,1,BGD,2000/1/1
Incendiary,6,2000,2,1,1,BGD,2000/2/1
Incendiary,6,2004,6,1,1,BGD,2004/6/1
Incendiary,6,2005,5,1,1,BGD,2005/5/1
Incendiary,6,2006,4,1,1,BGD,2006/4/1
Incendiary,6,2007,11,1,1,BGD,2007/11/1
Incendiary,6,2008,4,1,1,BGD,2008/4/1
Incendiary,6,2009,6,1,1,BGD,2009/6/1
Incendiary,6,2011,3,1,1,BGD,2011/3/1
Incendiary,6,2013,1,24,1,BGD,2013/1/1
Incendiary,6,2013,2,2,1,BGD,2013/2/1
Incendiary,6,2013,3,5,1,BGD,2013/3/1
Incendiary,6,2013,4,1,1,BGD,2013/4/1
Incendiary,6,2013,7,1,1,BGD,2013/7/1
Incendiary,6,2013,10,3,1,BGD,2013/10/1
Incendiary,6,2013,11,9,1,BGD,2013/11/1
Incendiary,6,2013,12,2,1,BGD,2013/12/1
Incendiary,6,2014,1,50,1,BGD,2014/1/1
Incendiary,6,2014,2,1,1,BGD,2014/2/1
Incendiary,6,2014,3,2,1,BGD,2014/3/1
Incendiary,6,2014,6,1,1,BGD,2014/6/1
Incendiary,6,2014,10,1,1,BGD,2014/10/1
Incendiary,6,2014,11,1,1,BGD,2014/11/1
Incendiary,6,2014,12,5,1,BGD,2014/12/1
Melee,7,1992,5,1,1,BGD,1992/5/1
Melee,7,1992,8,1,1,BGD,1992/8/1
Melee,7,1992,12,2,1,BGD,1992/12/1
Melee,7,1994,6,1,1,BGD,1994/6/1
Melee,7,1994,10,2,1,BGD,1994/10/1
Melee,7,1994,12,1,1,BGD,1994/12/1
Melee,7,1995,6,1,1,BGD,1995/6/1
Melee,7,1995,7,2,1,BGD,1995/7/1
Melee,7,1995,10,2,1,BGD,1995/10/1
Melee,7,1996,2,1,1,BGD,1996/2/1
Melee,7,1996,3,2,1,BGD,1996/3/1
Melee,7,1996,5,1,1,BGD,1996/5/1
Melee,7,1996,11,1,1,BGD,1996/11/1
Melee,7,1997,4,1,1,BGD,1997/4/1
Melee,7,1998,8,1,1,BGD,1998/8/1
Melee,7,2001,11,1,1,BGD,2001/11/1
Melee,7,2004,10,1,1,BGD,2004/10/1
Melee,7,2008,5,1,1,BGD,2008/5/1
Melee,7,2008,8,1,1,BGD,2008/8/1
Melee,7,2008,10,1,1,BGD,2008/10/1
Melee,7,2009,6,1,1,BGD,2009/6/1
Melee,7,2009,7,1,1,BGD,2009/7/1
Melee,7,2009,8,2,1,BGD,2009/8/1
Melee,7,2010,4,1,1,BGD,2010/4/1
Melee,7,2010,11,1,1,BGD,2010/11/1
Melee,7,2011,2,1,1,BGD,2011/2/1
Melee,7,2012,5,1,1,BGD,2012/5/1
Melee,7,2013,1,1,1,BGD,2013/1/1
Melee,7,2013,2,1,1,BGD,2013/2/1
Melee,7,2013,3,1,1,BGD,2013/3/1
Melee,7,2014,1,1,1,BGD,2014/1/1
Melee,7,2014,9,1,1,BGD,2014/9/1
Melee,7,2014,11,1,1,BGD,2014/11/1
Unknown,11,1992,2,1,1,BGD,1992/2/1
Unknown,11,1992,3,2,1,BGD,1992/3/1
Unknown,11,1992,5,3,1,BGD,1992/5/1
Unknown,11,1992,11,1,1,BGD,1992/11/1
Unknown,11,1992,12,7,1,BGD,1992/12/1
Unknown,11,1994,7,1,1,BGD,1994/7/1
Unknown,11,1994,8,1,1,BGD,1994/8/1
Unknown,11,1994,9,3,1,BGD,1994/9/1
Unknown,11,1994,11,1,1,BGD,1994/11/1
Unknown,11,1994,12,13,1,BGD,1994/12/1
Unknown,11,1995,3,1,1,BGD,1995/3/1
Unknown,11,1995,4,1,1,BGD,1995/4/1
Unknown,11,1995,8,1,1,BGD,1995/8/1
Unknown,11,1995,9,4,1,BGD,1995/9/1
Unknown,11,1995,10,1,1,BGD,1995/10/1
Unknown,11,1995,11,1,1,BGD,1995/11/1
Unknown,11,1995,12,2,1,BGD,1995/12/1
Unknown,11,1996,1,2,1,BGD,1996/1/1
Unknown,11,1996,2,12,1,BGD,1996/2/1
Unknown,11,1996,3,12,1,BGD,1996/3/1
Unknown,11,1996,4,16,1,BGD,1996/4/1
Unknown,11,1996,6,6,1,BGD,1996/6/1
Unknown,11,1996,7,1,1,BGD,1996/7/1
Unknown,11,1996,9,1,1,BGD,1996/9/1
Unknown,11,1997,3,2,1,BGD,1997/3/1
Unknown,11,1997,4,1,1,BGD,1997/4/1
Unknown,11,1997,11,2,1,BGD,1997/11/1
Unknown,11,1997,12,2,1,BGD,1997/12/1
Unknown,11,2001,6,1,1,BGD,2001/6/1
Unknown,11,2006,4,1,1,BGD,2006/4/1
Unknown,11,2008,6,1,1,BGD,2008/6/1
Unknown,11,2008,7,1,1,BGD,2008/7/1
Unknown,11,2009,5,1,1,BGD,2009/5/1
Unknown,11,2009,6,2,1,BGD,2009/6/1
Unknown,11,2009,7,3,1,BGD,2009/7/1
Unknown,11,2009,9,1,1,BGD,2009/9/1
Unknown,11,2010,11,1,1,BGD,2010/11/1
Unknown,11,2011,3,1,1,BGD,2011/3/1
Unknown,11,2013,7,2,1,BGD,2013/7/1
Unknown,11,2014,1,1,1,BGD,2014/1/1
Unknown,11,2014,7,1,1,BGD,2014/7/1
Firearms,5,1992,2,1,1,,1992/2/1
Explosives/Bombs/Dynamite,3,1997,9,1,1,BLR,1997/9/1
Explosives/Bombs/Dynamite,3,1997,10,1,1,BLR,1997/10/1
Explosives/Bombs/Dynamite,3,2001,5,1,1,BLR,2001/5/1
Explosives/Bombs/Dynamite,3,2008,7,1,1,BLR,2008/7/1
Explosives/Bombs/Dynamite,3,2011,4,1,1,BLR,2011/4/1
Explosives/Bombs/Dynamite,3,2012,5,1,1,BLR,2012/5/1
Explosives/Bombs/Dynamite,3,2012,11,2,1,BLR,2012/11/1
Firearms,5,1994,6,1,1,BLR,1994/6/1
Incendiary,6,1999,4,1,1,BLR,1999/4/1
Incendiary,6,2010,8,1,1,BLR,2010/8/1
Incendiary,6,2010,9,1,1,BLR,2010/9/1
Melee,7,2006,4,1,1,BLR,2006/4/1
Chemical,2,2003,6,8,1,BEL,2003/6/1
Explosives/Bombs/Dynamite,3,1992,11,1,1,BEL,1992/11/1
Explosives/Bombs/Dynamite,3,1995,1,1,1,BEL,1995/1/1
Explosives/Bombs/Dynamite,3,1997,6,1,1,BEL,1997/6/1
Explosives/Bombs/Dynamite,3,1998,10,1,1,BEL,1998/10/1
Explosives/Bombs/Dynamite,3,2002,11,1,1,BEL,2002/11/1
Explosives/Bombs/Dynamite,3,2007,2,1,1,BEL,2007/2/1
Firearms,5,1992,2,1,1,BEL,1992/2/1
Firearms,5,1992,3,1,1,BEL,1992/3/1
Firearms,5,2014,5,1,1,BEL,2014/5/1
Incendiary,6,1994,11,1,1,BEL,1994/11/1
Incendiary,6,1997,3,1,1,BEL,1997/3/1
Incendiary,6,1998,10,1,1,BEL,1998/10/1
Incendiary,6,1998,11,1,1,BEL,1998/11/1
Incendiary,6,1999,7,1,1,BEL,1999/7/1
Incendiary,6,1999,8,1,1,BEL,1999/8/1
Incendiary,6,2002,4,1,1,BEL,2002/4/1
Incendiary,6,2002,5,1,1,BEL,2002/5/1
Incendiary,6,2009,1,1,1,BEL,2009/1/1
Incendiary,6,2012,3,1,1,BEL,2012/3/1
Incendiary,6,2014,9,1,1,BEL,2014/9/1
Melee,7,1992,3,3,1,BEL,1992/3/1
Melee,7,1992,10,1,1,BEL,1992/10/1
Melee,7,1994,1,2,1,BEL,1994/1/1
Melee,7,1994,2,2,1,BEL,1994/2/1
Unknown,11,1992,3,1,1,BEL,1992/3/1
Unknown,11,1992,10,1,1,BEL,1992/10/1
Explosives/Bombs/Dynamite,3,2000,2,1,1,BLZ,2000/2/1
Firearms,5,1992,12,1,1,BLZ,1992/12/1
Firearms,5,2013,1,1,1,BLZ,2013/1/1
Melee,7,1992,12,1,1,BLZ,1992/12/1
Explosives/Bombs/Dynamite,3,1994,5,1,1,,1994/5/1
Explosives/Bombs/Dynamite,3,1994,10,2,1,,1994/10/1
Explosives/Bombs/Dynamite,3,1995,11,1,1,,1995/11/1
Firearms,5,1996,3,1,1,,1996/3/1
Firearms,5,2007,3,1,1,,2007/3/1
Unknown,11,1992,12,1,1,,1992/12/1
Unknown,11,1996,2,1,1,,1996/2/1
Explosives/Bombs/Dynamite,3,2006,12,1,1,BTN,2006/12/1
Explosives/Bombs/Dynamite,3,2008,1,1,1,BTN,2008/1/1
Explosives/Bombs/Dynamite,3,2008,3,1,1,BTN,2008/3/1
Explosives/Bombs/Dynamite,3,2008,12,1,1,BTN,2008/12/1
Explosives/Bombs/Dynamite,3,2011,10,1,1,BTN,2011/10/1
Firearms,5,2014,8,1,1,BTN,2014/8/1
Explosives/Bombs/Dynamite,3,1992,1,7,1,BOL,1992/1/1
Explosives/Bombs/Dynamite,3,1992,4,3,1,BOL,1992/4/1
Explosives/Bombs/Dynamite,3,1992,5,4,1,BOL,1992/5/1
Explosives/Bombs/Dynamite,3,1992,6,2,1,BOL,1992/6/1
Explosives/Bombs/Dynamite,3,1992,7,2,1,BOL,1992/7/1
Explosives/Bombs/Dynamite,3,1992,10,4,1,BOL,1992/10/1
Explosives/Bombs/Dynamite,3,1992,11,6,1,BOL,1992/11/1
Explosives/Bombs/Dynamite,3,1992,12,2,1,BOL,1992/12/1
Explosives/Bombs/Dynamite,3,1994,2,1,1,BOL,1994/2/1
Explosives/Bombs/Dynamite,3,1994,5,1,1,BOL,1994/5/1
Explosives/Bombs/Dynamite,3,1994,7,1,1,BOL,1994/7/1
Explosives/Bombs/Dynamite,3,1994,8,1,1,BOL,1994/8/1
Explosives/Bombs/Dynamite,3,1994,10,1,1,BOL,1994/10/1
Explosives/Bombs/Dynamite,3,1997,5,1,1,BOL,1997/5/1
Explosives/Bombs/Dynamite,3,1997,6,1,1,BOL,1997/6/1
Explosives/Bombs/Dynamite,3,2003,12,1,1,BOL,2003/12/1
Explosives/Bombs/Dynamite,3,2005,5,1,1,BOL,2005/5/1
Explosives/Bombs/Dynamite,3,2007,12,2,1,BOL,2007/12/1
Explosives/Bombs/Dynamite,3,2009,4,1,1,BOL,2009/4/1
Explosives/Bombs/Dynamite,3,2009,8,2,1,BOL,2009/8/1
Fake Weapons,4,1995,1,1,1,BOL,1995/1/1
Firearms,5,1992,3,2,1,BOL,1992/3/1
Firearms,5,1992,5,1,1,BOL,1992/5/1
Firearms,5,1992,6,1,1,BOL,1992/6/1
Firearms,5,1992,11,3,1,BOL,1992/11/1
Firearms,5,1994,3,1,1,BOL,1994/3/1
Firearms,5,1997,4,1,1,BOL,1997/4/1
Firearms,5,2007,12,1,1,BOL,2007/12/1
Incendiary,6,1992,4,1,1,BOL,1992/4/1
Incendiary,6,1997,4,1,1,BOL,1997/4/1
Incendiary,6,2012,10,1,1,BOL,2012/10/1
Unknown,11,1994,5,1,1,BOL,1994/5/1
Unknown,11,1994,8,1,1,BOL,1994/8/1
Unknown,11,1995,11,1,1,BOL,1995/11/1
Unknown,11,1996,4,1,1,BOL,1996/4/1
Explosives/Bombs/Dynamite,3,1992,4,4,1,BIH,1992/4/1
Explosives/Bombs/Dynamite,3,1992,5,2,1,BIH,1992/5/1
Explosives/Bombs/Dynamite,3,1992,8,3,1,BIH,1992/8/1
Explosives/Bombs/Dynamite,3,1992,9,1,1,BIH,1992/9/1
Explosives/Bombs/Dynamite,3,1992,11,1,1,BIH,1992/11/1
Explosives/Bombs/Dynamite,3,1992,12,1,1,BIH,1992/12/1
Explosives/Bombs/Dynamite,3,1994,5,2,1,BIH,1994/5/1
Explosives/Bombs/Dynamite,3,1994,9,1,1,BIH,1994/9/1
Explosives/Bombs/Dynamite,3,1995,10,1,1,BIH,1995/10/1
Explosives/Bombs/Dynamite,3,1996,2,1,1,BIH,1996/2/1
Explosives/Bombs/Dynamite,3,1996,7,2,1,BIH,1996/7/1
Explosives/Bombs/Dynamite,3,1996,8,3,1,BIH,1996/8/1
Explosives/Bombs/Dynamite,3,1996,9,1,1,BIH,1996/9/1
Explosives/Bombs/Dynamite,3,1996,10,12,1,BIH,1996/10/1
Explosives/Bombs/Dynamite,3,1996,11,8,1,BIH,1996/11/1
Explosives/Bombs/Dynamite,3,1997,2,3,1,BIH,1997/2/1
Explosives/Bombs/Dynamite,3,1997,3,4,1,BIH,1997/3/1
Explosives/Bombs/Dynamite,3,1997,4,1,1,BIH,1997/4/1
Explosives/Bombs/Dynamite,3,1997,7,11,1,BIH,1997/7/1
Explosives/Bombs/Dynamite,3,1997,9,5,1,BIH,1997/9/1
Explosives/Bombs/Dynamite,3,1997,10,5,1,BIH,1997/10/1
Explosives/Bombs/Dynamite,3,1997,11,1,1,BIH,1997/11/1
Explosives/Bombs/Dynamite,3,1998,7,6,1,BIH,1998/7/1
Explosives/Bombs/Dynamite,3,1998,8,1,1,BIH,1998/8/1
Explosives/Bombs/Dynamite,3,1998,10,1,1,BIH,1998/10/1
Explosives/Bombs/Dynamite,3,1999,3,4,1,BIH,1999/3/1
Explosives/Bombs/Dynamite,3,1999,10,1,1,BIH,1999/10/1
Explosives/Bombs/Dynamite,3,2000,1,1,1,BIH,2000/1/1
Explosives/Bombs/Dynamite,3,2000,3,2,1,BIH,2000/3/1
Explosives/Bombs/Dynamite,3,2000,6,1,1,BIH,2000/6/1
Explosives/Bombs/Dynamite,3,2001,4,1,1,BIH,2001/4/1
Explosives/Bombs/Dynamite,3,2001,5,1,1,BIH,2001/5/1
Explosives/Bombs/Dynamite,3,2002,5,1,1,BIH,2002/5/1
Explosives/Bombs/Dynamite,3,2002,12,1,1,BIH,2002/12/1
Explosives/Bombs/Dynamite,3,2005,1,1,1,BIH,2005/1/1
Explosives/Bombs/Dynamite,3,2007,4,1,1,BIH,2007/4/1
Explosives/Bombs/Dynamite,3,2007,11,1,1,BIH,2007/11/1
Explosives/Bombs/Dynamite,3,2008,10,2,1,BIH,2008/10/1
Explosives/Bombs/Dynamite,3,2008,11,1,1,BIH,2008/11/1
Explosives/Bombs/Dynamite,3,2009,5,1,1,BIH,2009/5/1
Explosives/Bombs/Dynamite,3,2010,6,1,1,BIH,2010/6/1
Explosives/Bombs/Dynamite,3,2013,1,1,1,BIH,2013/1/1
Explosives/Bombs/Dynamite,3,2014,7,1,1,BIH,2014/7/1
Firearms,5,1992,6,1,1,BIH,1992/6/1
Firearms,5,1992,7,1,1,BIH,1992/7/1
Firearms,5,1992,8,2,1,BIH,1992/8/1
Firearms,5,1992,9,2,1,BIH,1992/9/1
Firearms,5,1992,11,2,1,BIH,1992/11/1
Firearms,5,1992,12,1,1,BIH,1992/12/1
Firearms,5,1994,5,1,1,BIH,1994/5/1
Firearms,5,1994,7,3,1,BIH,1994/7/1
Firearms,5,1994,8,1,1,BIH,1994/8/1
Firearms,5,1995,3,3,1,BIH,1995/3/1
Firearms,5,1995,4,1,1,BIH,1995/4/1
Firearms,5,1995,11,1,1,BIH,1995/11/1
Firearms,5,1996,3,1,1,BIH,1996/3/1
Firearms,5,1996,9,2,1,BIH,1996/9/1
Firearms,5,1996,10,1,1,BIH,1996/10/1
Firearms,5,1997,2,1,1,BIH,1997/2/1
Firearms,5,1997,4,1,1,BIH,1997/4/1
Firearms,5,1997,8,2,1,BIH,1997/8/1
Firearms,5,1997,10,1,1,BIH,1997/10/1
Firearms,5,1997,11,1,1,BIH,1997/11/1
Firearms,5,2000,3,1,1,BIH,2000/3/1
Firearms,5,2000,6,1,1,BIH,2000/6/1
Firearms,5,2011,10,1,1,BIH,2011/10/1
Incendiary,6,1996,7,1,1,BIH,1996/7/1
Incendiary,6,1997,7,1,1,BIH,1997/7/1
Incendiary,6,1997,8,1,1,BIH,1997/8/1
Incendiary,6,1997,9,1,1,BIH,1997/9/1
Incendiary,6,1998,10,1,1,BIH,1998/10/1
Incendiary,6,2008,12,1,1,BIH,2008/12/1
Melee,7,1996,9,1,1,BIH,1996/9/1
Melee,7,1997,7,1,1,BIH,1997/7/1
Melee,7,1997,8,1,1,BIH,1997/8/1
Melee,7,1997,9,1,1,BIH,1997/9/1
Melee,7,2003,1,1,1,BIH,2003/1/1
Melee,7,2014,12,1,1,BIH,2014/12/1
Unknown,11,1992,4,1,1,BIH,1992/4/1
Unknown,11,1994,12,1,1,BIH,1994/12/1
Unknown,11,2002,2,1,1,BIH,2002/2/1
Unknown,11,2006,12,1,1,BIH,2006/12/1
Unknown,11,2014,12,1,1,BIH,2014/12/1
Incendiary,6,1995,1,1,1,,1995/1/1
Explosives/Bombs/Dynamite,3,1992,2,1,1,BRA,1992/2/1
Explosives/Bombs/Dynamite,3,1992,5,1,1,BRA,1992/5/1
Explosives/Bombs/Dynamite,3,1992,6,2,1,BRA,1992/6/1
Explosives/Bombs/Dynamite,3,1992,11,1,1,BRA,1992/11/1
Explosives/Bombs/Dynamite,3,1995,2,3,1,BRA,1995/2/1
Explosives/Bombs/Dynamite,3,1995,3,3,1,BRA,1995/3/1
Explosives/Bombs/Dynamite,3,1995,7,1,1,BRA,1995/7/1
Explosives/Bombs/Dynamite,3,1995,10,1,1,BRA,1995/10/1
Explosives/Bombs/Dynamite,3,1996,5,1,1,BRA,1996/5/1
Explosives/Bombs/Dynamite,3,1996,10,1,1,BRA,1996/10/1
Explosives/Bombs/Dynamite,3,1997,7,1,1,BRA,1997/7/1
Explosives/Bombs/Dynamite,3,1998,11,2,1,BRA,1998/11/1
Explosives/Bombs/Dynamite,3,2000,9,1,1,BRA,2000/9/1
Explosives/Bombs/Dynamite,3,2001,10,1,1,BRA,2001/10/1
Explosives/Bombs/Dynamite,3,2006,7,1,1,BRA,2006/7/1
Explosives/Bombs/Dynamite,3,2013,7,1,1,BRA,2013/7/1
Fake Weapons,4,2014,9,1,1,BRA,2014/9/1
Firearms,5,1992,1,1,1,BRA,1992/1/1
Firearms,5,1992,2,1,1,BRA,1992/2/1
Firearms,5,1992,5,4,1,BRA,1992/5/1
Firearms,5,1992,11,2,1,BRA,1992/11/1
Firearms,5,1992,12,1,1,BRA,1992/12/1
Firearms,5,1994,3,1,1,BRA,1994/3/1
Firearms,5,1994,4,1,1,BRA,1994/4/1
Firearms,5,1994,5,1,1,BRA,1994/5/1
Firearms,5,1994,6,1,1,BRA,1994/6/1
Firearms,5,1994,10,1,1,BRA,1994/10/1
Firearms,5,1994,12,5,1,BRA,1994/12/1
Firearms,5,1995,3,1,1,BRA,1995/3/1
Firearms,5,1995,6,3,1,BRA,1995/6/1
Firearms,5,1995,7,1,1,BRA,1995/7/1
Firearms,5,1995,12,1,1,BRA,1995/12/1
Firearms,5,1996,3,1,1,BRA,1996/3/1
Firearms,5,1996,6,1,1,BRA,1996/6/1
Firearms,5,1996,7,3,1,BRA,1996/7/1
Firearms,5,1996,8,2,1,BRA,1996/8/1
Firearms,5,1996,10,1,1,BRA,1996/10/1
Firearms,5,1997,1,3,1,BRA,1997/1/1
Firearms,5,1997,2,1,1,BRA,1997/2/1
Firearms,5,1997,6,3,1,BRA,1997/6/1
Firearms,5,1997,8,1,1,BRA,1997/8/1
Firearms,5,1997,9,2,1,BRA,1997/9/1
Firearms,5,1997,10,8,1,BRA,1997/10/1
Firearms,5,1997,11,2,1,BRA,1997/11/1
Firearms,5,1997,12,5,1,BRA,1997/12/1
Firearms,5,1999,5,1,1,BRA,1999/5/1
Firearms,5,2001,8,1,1,BRA,2001/8/1
Firearms,5,2002,6,1,1,BRA,2002/6/1
Firearms,5,2003,4,1,1,BRA,2003/4/1
Firearms,5,2006,7,1,1,BRA,2006/7/1
Firearms,5,2006,8,1,1,BRA,2006/8/1
Firearms,5,2012,4,1,1,BRA,2012/4/1
Firearms,5,2013,1,1,1,BRA,2013/1/1
Firearms,5,2013,6,1,1,BRA,2013/6/1
Firearms,5,2014,1,1,1,BRA,2014/1/1
Firearms,5,2014,2,1,1,BRA,2014/2/1
Incendiary,6,1992,3,1,1,BRA,1992/3/1
Incendiary,6,1994,12,1,1,BRA,1994/12/1
Incendiary,6,1996,7,1,1,BRA,1996/7/1
Melee,7,1994,5,1,1,BRA,1994/5/1
Melee,7,1995,1,1,1,BRA,1995/1/1
Melee,7,1995,3,1,1,BRA,1995/3/1
Melee,7,1995,5,2,1,BRA,1995/5/1
Melee,7,1995,10,1,1,BRA,1995/10/1
Melee,7,1997,4,1,1,BRA,1997/4/1
Melee,7,1997,8,1,1,BRA,1997/8/1
Unknown,11,1992,2,1,1,BRA,1992/2/1
Unknown,11,1992,5,1,1,BRA,1992/5/1
